type,cat_no,title_id,artist,title,label,distributor,release_date,subgenre,NRA,average_sales,exclusive,sales_from_previous_release,downloads,featured,review_status,approved,block_coming_soon,releases_3_months,releases_12_months,sales_3_months,sales_12_months,ranklabel,pre_order,pre_order_count,label_email_alerts,artist_email_alerts,,,
Single,ARMD 1781,6682368,David Forbes,Alcazar,Armind Holland,Armada Distribution BV,19/07/2024 00:00,Techno,0,27.31,N,0,0,N,None,Y,Y,15,54,275.24,1413.42,19,N,0,209,25,,,
Single,SVT 362,6679651,Deckert/COME,No.fronts,Stil Vor Talent Germany,Zebralution,19/07/2024 00:00,Minimal/tech house,0,67.92,N,0,0,N,None,Y,N,30,70,379.45,1732.3,19,Y,0,345,7,,,
Single,BR 045,6676084,Big Lou,DANCE!,Bruised,Cygnus Music Ltd.,19/07/2024 00:00,Drum & Bass,0,83.34,N,35.58,0,N,None,Y,N,11,27,856.23,2520.34,19,Y,0,19,5,,,
Single,ARMD 1783,6686857,BLR,My Precious,Armind Holland,Armada Distribution BV,19/07/2024 00:00,Minimal/tech house,0,27.31,N,0,0,N,None,Y,Y,15,54,275.24,1413.42,19,N,0,209,6,,,
Single,INN 130,6673157,Liftin Spirits,Inside Edge,Innerground Music,IIP-DDS,19/07/2024 00:00,Drum & Bass,0,9.33,N,155.55,0,N,None,Y,Y,4,12,386.69,1084.14,19,Y,0,93,4,,,
Single,BCD 2024609,6673218,Nico Parisi,Drop The Top,Bonzai Classics,Bonzai Music - Banshee Worx,19/07/2024 00:00,Techno,0,18.42,N,0,0,N,None,Y,Y,14,35,546.2,2230.17,19,N,0,93,2,,,
Compilation,NBDHE 22,6688915,Various,"Nothing But... Deep House Essentials, Vol 22",Nothing But,LabelWORX,19/07/2024 00:00,Deep house,0,8.85,N,0,0,N,None,Y,Y,108,354,591.73,2168.92,20,N,0,90,,,,
Single,SPN1DIGI 955,6690210,Bingo Bango/Kors,Daydream,Spintwist Germany,InGrooves,19/07/2024 00:00,Psychedelic trance/goa trance,0,27.99,N,0,0,N,None,Y,Y,20,81,361.54,1287.17,20,N,0,206,0,,,
Compilation,NBDFF 22,6690511,Various,"Nothing But... Dancefloor Fire, Vol 22",Nothing But,LabelWORX,15/07/2024 00:00,Euro/pop dance,0,8.85,N,0,0,N,None,Y,Y,108,354,591.73,2168.92,20,N,0,90,,,,
Compilation,NBRAVER 16,6694456,Various,"Nothing But... Rave Rituals, Vol 16",Nothing But,LabelWORX,19/07/2024 00:00,Hard Techno,0,8.85,N,0,0,N,None,Y,Y,108,354,591.73,2168.92,20,N,0,90,,,,
Single,825764 922791,6654401,Boys Life,Boys Life (Demo),Numero Group US,SC Distribution,15/07/2024 00:00,Rock,0,10.69,N,0,0,N,None,Y,Y,156,471,312.71,1816.35,20,N,0,69,0,,,
Single,DAG 002,6694917,Daniel Glasgow,Echoes In The Abyss,Label Engine,Create Music Group,18/07/2024 00:00,Pop,0,2.91,N,0,0,N,None,Y,Y,259,1005,607.48,2443.92,20,Y,0,35,0,,,
Single,MDX 004,6669032,Madeaux/Sommers (UK),Me & U (Drowning Mix),Label Engine,Create Music Group,19/07/2024 00:00,Minimal/tech house,0,2.91,N,0,0,N,None,Y,Y,259,1005,607.48,2443.92,20,Y,0,35,3,,,
Single,825764 969949,6660135,Laughing Kind,Shotgun b/w Sad Memories,Numero Group US,SC Distribution,18/07/2024 00:00,Soul,0,10.69,N,0,0,N,None,Y,Y,156,471,312.71,1816.35,20,N,0,69,0,,,
Single,TR 038,6645183,Baby Ford,Built In,Trelik,Baby Ford Labels,15/07/2024 00:00,Minimal/tech house,10,725.69,Y,86.12,0,Y,Approved,Y,N,2,3,548.76,1820.92,20,N,0,332,260,,,
Single,825764 967044,6695971,The Mar-J's,Got To Find A Way Out B/w Forever (There'll Be A Summer Night),Numero Group US,SC Distribution,19/07/2024 00:00,Soul,0,10.69,N,0,0,N,None,Y,Y,156,471,312.71,1816.35,20,N,0,69,0,,,
Single,825764 969895,6654133,The Mike De Leon Band,Ya No Pienses (En Amor),Numero Group US,SC Distribution,15/07/2024 00:00,International,0,10.69,N,0,0,N,None,Y,Y,156,471,312.71,1816.35,20,N,0,69,0,,,
Album,MT 010,6673543,Midnight Tyrannosaurus,Life Of A Street Rat (Explicit),Label Engine,Create Music Group,17/07/2024 00:00,Dirty/Heavy Dubstep/Grime,0,2.91,N,0,0,N,None,Y,Y,259,1005,607.48,2443.92,20,Y,0,35,3,,,
Compilation,NBPDNB 25,6688900,Various,"Nothing But... Pure Drum & Bass, Vol 25",Nothing But,LabelWORX,19/07/2024 00:00,Drum & Bass,0,8.85,N,0,0,N,None,Y,Y,108,354,591.73,2168.92,20,N,0,90,,,,
Single,825764 990240,6677029,Patterns Make Sunrise,Patterns Make Sunrise,Numero Group US,SC Distribution,17/07/2024 00:00,Indie/Alternative,0,10.69,N,0,0,N,None,Y,Y,156,471,312.71,1816.35,20,N,0,69,0,,,
Single,SPR 1,6691973,Artyem,Space Pressor,Label Engine,Create Music Group,15/07/2024 00:00,Techno,0,2.91,N,0,0,N,None,Y,Y,259,1005,607.48,2443.92,20,Y,0,35,0,,,
Single,TWBJ 001,6694889,Thriftworks,Big Jagga,Label Engine,Create Music Group,19/07/2024 00:00,Balearic/Downtempo,0,2.91,N,0,0,N,None,Y,Y,259,1005,607.48,2443.92,20,N,0,35,2,,,
Single,NRPNK 056,6651423,Nuvertal,"Combat Sword, Death Ballad",Neuropunk,Cygnus Music Ltd.,15/07/2024 00:00,Drum & Bass,0,51.43,N,0,0,N,None,Y,N,11,38,300.22,1704.79,20,Y,0,61,22,,,
Single,825764 961790,6652686,Joseph Brunelle,Sit Alone Holiday,Numero Group US,SC Distribution,18/07/2024 00:00,Rock,0,10.69,N,0,0,N,None,Y,Y,156,471,312.71,1816.35,20,N,0,69,0,,,
Single,FJP 008,6654385,Joel Jimenez DJ,TechWin,Label Engine,Create Music Group,19/07/2024 00:00,Minimal/tech house,0,2.91,N,0,0,N,None,Y,Y,259,1005,607.48,2443.92,20,N,0,35,0,,,
Compilation,NBPG 28,6690509,Various,"Nothing But... Progressive Grooves, Vol 28",Nothing But,LabelWORX,15/07/2024 00:00,Progressive house,0,8.85,N,0,0,N,None,Y,Y,108,354,591.73,2168.92,20,N,0,90,,,,
Single,G 0100052970669,6688432,Herd & Fitz/Jakkob/Abigail Bailey,I Just Can't Get Enough 2024 (Extended),Ministry Of Sound,Sony Music Entertainment UK Limited,19/07/2024 00:00,Funky/vocal/disco/club house,0,14.47,N,0,0,N,None,Y,Y,23,80,232.57,1294.41,20,N,0,405,3,,,
Single,MFR 005,6688823,Mfinity,Where Time Goes,Label Engine,Create Music Group,18/07/2024 00:00,Dirty/Heavy Dubstep/Grime,0,2.91,N,0,0,N,None,Y,Y,259,1005,607.48,2443.92,20,N,0,35,0,,,
Single,NATTY 082,6681851,Coda,Neptune / H20,Natty Dub Recordings,Cygnus Music Ltd.,19/07/2024 00:00,Drum & Bass,0,274.78,Y,83.47,0,Y,None,Y,N,1,9,114.64,1102.24,20,Y,0,205,60,,,
Single,SM 005,6661549,soulTec,Joy / Stronger,Label Engine,Create Music Group,15/07/2024 00:00,Drum & Bass,0,2.91,N,0,0,N,None,Y,Y,259,1005,607.48,2443.92,20,Y,0,35,31,,,
Compilation,NBPHM 25,6688439,Various,"Nothing But... Pure House Music, Vol 25",Nothing But,LabelWORX,15/07/2024 00:00,Funky/vocal/disco/club house,0,8.85,N,0,0,N,None,Y,Y,108,354,591.73,2168.92,20,N,0,90,,,,
Single,G 010005327730M,6690136,Disciples/Delilah,If I Stay (Extended),Ministry Of Sound,Sony Music Entertainment UK Limited,19/07/2024 00:00,Funky/vocal/disco/club house,0,14.47,N,0,0,N,None,Y,Y,23,80,232.57,1294.41,20,N,0,405,17,,,
Album,825764 969840,6687360,The Mike De Leon Band,Mike De Leon,Numero Group US,SC Distribution,15/07/2024 00:00,Rock,0,10.69,N,0,0,N,None,Y,Y,156,471,312.71,1816.35,20,N,0,69,0,,,
Single,AXR 235,6419471,A503X,Dance Or Die,Label Engine,Create Music Group,16/07/2024 00:00,Minimal/tech house,0,2.91,N,0,0,N,None,Y,Y,259,1005,607.48,2443.92,20,N,0,35,20,,,
Single,JAH 024,6688838,Jkyl & Hyde,Modulus,Label Engine,Create Music Group,17/07/2024 00:00,Dirty/Heavy Dubstep/Grime,0,2.91,N,0,0,N,None,Y,Y,259,1005,607.48,2443.92,20,N,0,35,1,,,
Single,825764 947343,6660134,Otis Goodwin,I Feel It Just A Little Bit b/w Sometimes,Numero Group US,SC Distribution,16/07/2024 00:00,Soul,0,10.69,N,0,0,N,None,Y,Y,156,471,312.71,1816.35,20,N,0,69,0,,,
Single,YU 007,6642847,YULA/Casey Brenning,Leave The Light On,Label Engine,Create Music Group,17/07/2024 00:00,Pop,0,2.91,N,0,0,N,None,Y,Y,259,1005,607.48,2443.92,20,Y,0,35,1,,,
Single,AMSTR 550,6673790,Sarah Lynn,Defender,Amsterdam Trance,IIP-DDS,19/07/2024 00:00,Uplifting/progressive trance,0,12.54,N,1.13,0,N,None,Y,Y,18,57,267.74,1228.13,20,Y,0,93,7,,,
Single,BLV 001,6687102,BLVZE,In My Head,Label Engine,Create Music Group,19/07/2024 00:00,Dirty/Heavy Dubstep/Grime,0,2.91,N,0,0,N,None,Y,Y,259,1005,607.48,2443.92,20,Y,0,35,0,,,
Compilation,NBTTITAN 16,6688912,Various,"Nothing But... Techno Titans, Vol 16",Nothing But,LabelWORX,19/07/2024 00:00,Techno,0,8.85,N,0,0,N,None,Y,Y,108,354,591.73,2168.92,20,N,0,90,,,,
Single,HIG 030,6677422,Hi I'm Ghost/Taylor Barber,Unsavable (Explicit),Label Engine,Create Music Group,19/07/2024 00:00,Dirty/Heavy Dubstep/Grime,0,2.91,N,1.19,0,N,None,Y,Y,259,1005,607.48,2443.92,20,N,0,35,3,,,
Single,RAV 60318376BH,6658360,Ondamike/Rob Analyze,4 To The Floor,Ravesta,Jamvana,15/07/2024 00:00,Minimal/tech house,0,6.97,Y,2.82,0,N,None,Y,N,28,111,196.76,1017.09,21,N,0,72,47,,,
Single,OG 020,6673896,Insightz,Clean Slate / Nonsense,Organized Grime Recordings,Cygnus Music Ltd.,15/07/2024 00:00,Drum & Bass,1,155.06,N,23.69,1,N,None,Y,N,3,7,193.03,1128.39,21,Y,1,19,3,,,
Single,406899 2123288,6678453,Raphael Thoma,Dance The Clouds Away,RecordJet,recordJet,19/07/2024 00:00,Progressive house,0,1.89,N,0,0,N,None,Y,N,477,1823,215.4,1678.52,21,N,0,67,0,,,
Single,406899 2117386,6669838,Leox Fresh,Fearless / Don't Stop,RecordJet,recordJet,19/07/2024 00:00,Uplifting/progressive trance,0,1.89,N,0,0,N,None,Y,N,477,1823,215.4,1678.52,21,N,0,67,0,,,
Single,406899 2127378,6689685,Kussmann,Tennisclub Toscana,RecordJet,recordJet,19/07/2024 00:00,Deep house,0,1.89,N,0,0,N,None,Y,N,477,1823,215.4,1678.52,21,N,0,67,0,,,
Single,FF 367,6649044,Gandalf,All Massive,Four40,Cygnus Music Ltd.,19/07/2024 00:00,UK Funky/4 4 Garage/2 Step,0,85.31,N,23.36,0,N,None,Y,N,10,29,576.62,1336.19,21,Y,0,379,6,,,
Single,DVCE 119,6664392,Cliques feat Cherry,Free,Device,Believe International,19/07/2024 00:00,Drum & Bass,0,28.62,N,0,0,N,None,Y,Y,16,39,245.9,895.89,21,N,0,34,0,,,
Single,406899 2121628,6676091,aa-legrand feat okcandice,Ghost,RecordJet,recordJet,19/07/2024 00:00,Indie/Alternative,0,1.89,N,0,0,N,None,Y,N,477,1823,215.4,1678.52,21,N,0,67,0,,,
Single,406899 2133331,6695360,Lunston,Freedom Of Love,RecordJet,recordJet,19/07/2024 00:00,Progressive house,0,1.89,N,0,0,N,None,Y,N,477,1823,215.4,1678.52,21,N,0,67,0,,,
Single,ESR 639,6681660,Suga7,Blip,Elektroshok,LabelWORX,17/07/2024 00:00,Breakbeat,0,6.98,N,0,0,N,None,Y,N,44,156,324.91,1487.56,21,Y,0,110,17,,,
Single,SHNG 249,6693742,Nuur/Tom Laskowski,Midnight Pulse / Kijani,SHANGO,Vim,19/07/2024 00:00,Deep house,0,25.2,N,0,0,N,None,Y,N,17,53,216.4,918.69,21,Y,0,90,2,,,
Single,406899 2132211,6695522,Joi/Jaco,Another Night,RecordJet,recordJet,19/07/2024 00:00,Euro/pop dance,0,1.89,N,0,0,N,None,Y,N,477,1823,215.4,1678.52,21,N,0,67,0,,,
Single,406899 2122892,6676092,EL3CTRIO,Blue Hour,RecordJet,recordJet,19/07/2024 00:00,Deep house,0,1.89,N,0,0,N,None,Y,N,477,1823,215.4,1678.52,21,N,0,67,0,,,
Single,CLS 496,6596117,Alpha Rhythm/Maykors,Spiritual Awakening EP,Celsius Recordings UK,Triple Vision,19/07/2024 00:00,Drum & Bass,4,50.42,N,12.24,0,N,None,Y,N,29,65,350.68,1409.87,21,N,0,218,10,,,
Single,406899 2127125,6686167,Michael Adventure,Ritmo,RecordJet,recordJet,13/07/2024 00:00,Minimal/tech house,0,1.89,N,0,0,N,None,Y,N,477,1823,215.4,1678.52,21,N,0,67,0,,,
Single,406899 2121871,6676094,Topogy,Thief Of My Heart,RecordJet,recordJet,19/07/2024 00:00,Euro/pop dance,0,1.89,N,0,0,N,None,Y,N,477,1823,215.4,1678.52,21,N,0,67,0,,,
Single,STPT 129,6678375,Casey Club,Babylon Riddim / Can You Feel It,Southpoint,InGrooves,19/07/2024 00:00,UK Funky/4 4 Garage/2 Step,0,19.31,N,0.99,0,N,None,Y,N,32,56,414.1,1708.45,21,N,0,130,0,,,
Single,4068992 133218,6691946,Tiscore,Chasing The Sun,RecordJet,recordJet,19/07/2024 00:00,Euro/pop dance,0,1.89,N,0,0,N,None,Y,N,477,1823,215.4,1678.52,21,N,0,67,2,,,
Single,406899 2122915,6679383,HerzLAN,Set You Free,RecordJet,recordJet,19/07/2024 00:00,Progressive house,0,1.89,N,0,0,N,None,Y,N,477,1823,215.4,1678.52,21,N,0,67,0,,,
Single,406899 2123714,6682682,Alex Drift,Your Wasting Time,RecordJet,recordJet,19/07/2024 00:00,Funky/vocal/disco/club house,0,1.89,N,0,0,N,None,Y,N,477,1823,215.4,1678.52,21,N,0,67,0,,,
Single,ESR 632,6682428,JottaFrank,Copera,Elektroshok,LabelWORX,18/07/2024 00:00,Breakbeat,1,6.98,N,0,0,N,None,Y,N,44,156,324.91,1487.56,21,Y,0,110,3,,,
Single,ESRG 132,6684199,Destroyers/Shade K,Entwined,Elektroshok,LabelWORX,19/07/2024 00:00,Bass,0,6.98,N,0,0,N,None,Y,N,44,156,324.91,1487.56,21,Y,0,110,28,,,
Single,4AD0762DS ,6693186,Kim Deal,Coast,4AD,Beggars Group Digital,16/07/2024 00:00,Indie/Alternative,0,20.85,N,0,0,N,None,Y,Y,7,64,404.69,2301.61,22,N,0,84,0,,,
Single,BR 248,6674849,Georgie Riot/AIRGLO,Get Down,Bassrush,IIP-DDS,19/07/2024 00:00,Drum & Bass,0,11.33,N,0,0,N,None,Y,Y,16,49,331.35,1378.24,22,N,0,26,8,,,
Single,LZD 105,6666527,Fred Everything/Robert Owens,Never (Osunlade & Waajeed Remixes),Lazy Days US,Paradise Entertainment & Distribution GmbH,19/07/2024 00:00,Deep house,0,111.37,N,14.83,0,N,None,Y,N,3,10,129.99,580.58,22,N,0,201,169,,,
Single,DIG 160990,6670885,Nahiadance,I Go Bubbles (Athens Champagne Night),ZYX Music,YOMU Distribution,19/07/2024 00:00,Pop,0,12.14,N,0,0,N,None,Y,N,27,98,357.39,1550.93,22,Y,0,52,0,,,
Single,FI 006,6575180,DRC1,DRC1 For Incurzion:,Incurzion Audio,Cygnus Music Ltd.,19/07/2024 00:00,Deep Dubstep,0,36.73,N,4.64,0,N,None,Y,N,23,85,236.91,1001.84,22,Y,0,57,1,,,
Single,BTRDR 1293,6679997,Sun Project,One Way Trip,Blue Tunes Austria,InGrooves,19/07/2024 00:00,Psychedelic trance/goa trance,0,14.37,N,0,0,N,None,Y,Y,56,181,564.3,1296.59,22,N,0,135,9,,,
Single,BTRDR 1291,6661917,Ravision,Tunnel Vision,Blue Tunes Austria,InGrooves,17/07/2024 00:00,Psychedelic trance/goa trance,0,14.37,N,1.63,0,N,None,Y,Y,56,181,564.3,1296.59,22,N,0,135,0,,,
Album,BTRDR 1292,6674596,Free Falling,On The Edge,Blue Tunes Austria,InGrooves,18/07/2024 00:00,Psychedelic trance/goa trance,0,14.37,N,0,0,N,None,Y,Y,56,181,564.3,1296.59,22,N,0,135,0,,,
Single,DIG 160978,6683571,Harry Nipples/Jo.Desaga,Dance Now (Piano House Rework),ZYX Music,YOMU Distribution,19/07/2024 00:00,Funky/vocal/disco/club house,0,12.14,N,0,0,N,None,Y,N,27,98,357.39,1550.93,22,Y,0,52,0,,,
Album,LENGLP 018,6666373,Emperor Machine,Island Boogie,Leng,Claremont Music Ltd,19/07/2024 00:00,Funk,1,243.79,N,71.67,0,Y,None,Y,N,4,6,234.31,905.89,22,Y,0,257,2,,,
Single,PAMPA 041B ,6670312,Dave DK,Don't Eat The Homies,Pampa Germany,Zebralution,19/07/2024 00:00,Deep house,0,398.62,N,157.41,0,N,None,Y,Y,2,3,131.14,811.48,22,N,0,4,71,,,
Single,RS061S 1,6678049,CLBRKS/NickyDiesel,BRUCIE KIBBUTZ,Rhythm Section International,!K7,18/07/2024 00:00,Hip hop/r&b,0,25.94,N,0,0,N,None,Y,Y,18,41,207.93,767.77,22,N,0,165,0,,,
Single,BR 247,6673358,Mersiv/Effin,Belong To Me,Bassrush,IIP-DDS,17/07/2024 00:00,Dirty/Heavy Dubstep/Grime,0,11.33,N,0,0,N,None,Y,Y,16,49,331.35,1378.24,22,N,0,26,8,,,
Single,BTRDR 1290,6661918,Soul Drive,Memories,Blue Tunes Austria,InGrooves,16/07/2024 00:00,Psychedelic trance/goa trance,0,14.37,N,0,0,N,None,Y,Y,56,181,564.3,1296.59,22,N,0,135,0,,,
Single,AB 009,6625832,Axel Boy,Up & Down,Cygnus Music,Cygnus Music Ltd.,19/07/2024 00:00,Dirty/Heavy Dubstep/Grime,0,5.47,N,0,0,N,None,Y,N,185,443,448.51,1647.96,23,Y,0,25,7,,,
Single,QTZ 473,6676136,Kiko Navarro/DJ Pippi/Willie Graff feat Billie Brown,I Remember,Quantize Recordings,MN2S,19/07/2024 00:00,Funky/vocal/disco/club house,0,21.58,N,0,0,N,None,Y,N,15,45,621.69,1309.36,23,N,0,136,48,,,
Single,ACR 079,6695801,TiltHAMMER,Burning,Audiocode,Triple Vision,15/07/2024 00:00,Techno,0,118.88,N,5.43,0,N,None,Y,N,3,13,238.9,1402.34,23,Y,0,96,26,,,
Single,JAZ 087,6671210,Soulstructure,Mind Journey / The Rebirth,Jazzsticks Recordings,Triple Vision,19/07/2024 00:00,Drum & Bass,2,186.3,N,42.8,0,N,None,Y,N,3,10,205.8,916.58,23,N,0,177,17,,,
Single,BENNS 008,6694036,BeNNs,Murda Tune,Cygnus Music,Cygnus Music Ltd.,19/07/2024 00:00,Drum & Bass,0,5.47,N,0,0,N,None,Y,N,185,443,448.51,1647.96,23,Y,0,25,15,,,
Single,DUQA 009,6676073,Duqa,So Blind,Cygnus Music,Cygnus Music Ltd.,15/07/2024 00:00,Balearic/Downtempo,0,5.47,N,0,0,N,None,Y,N,185,443,448.51,1647.96,23,Y,0,25,0,,,
Single,PHA 002,6682672,Phadix,Universe,Cygnus Music,Cygnus Music Ltd.,17/07/2024 00:00,Drum & Bass,0,5.47,N,0,0,N,None,Y,N,185,443,448.51,1647.96,23,Y,0,25,7,,,
Single,IF_ 004,6681035,ill fame,Bounce,Cygnus Music,Cygnus Music Ltd.,18/07/2024 00:00,UK Funky/4 4 Garage/2 Step,0,5.47,N,0,0,N,None,Y,N,185,443,448.51,1647.96,23,Y,0,25,0,,,
Single,YO380DS ,6694513,Sampha/Little Simz,Satellite Business 2.0,Young,Beggars Group Digital,18/07/2024 00:00,Hip hop/r&b,0,71.66,N,0,0,N,None,Y,Y,13,31,531.82,1280.1,23,N,0,15,19,,,
Single,BENDOLIC 009,6664021,Ben Dolic,Still The Same,Cygnus Music,Cygnus Music Ltd.,17/07/2024 00:00,Rock,0,5.47,N,0,0,N,None,Y,N,185,443,448.51,1647.96,23,Y,0,25,0,,,
Single,199001,6665714,1997,"The Moon, Gateway To The Soul",Cygnus Music,Cygnus Music Ltd.,19/07/2024 00:00,Funky/vocal/disco/club house,0,5.47,N,0,0,N,None,Y,N,185,443,448.51,1647.96,23,Y,0,25,6,,,
Single,GCM 233,6666193,DJ Fudge/Ralph Session/Chinua Hawk,Golden,Groove Culture,Believe International,19/07/2024 00:00,Deep house,0,21.11,N,0,0,N,None,Y,Y,17,50,308.68,1015.06,23,Y,0,51,31,,,
Single,GBD 451,6682497,Mutilator/Collusion,ECHOES OF DESTRUCTION,Gearbox Digital,LabelWORX,18/07/2024 00:00,Hardstyle,0,13.88,N,0,0,N,None,Y,Y,18,49,382.2,1051.33,23,N,0,42,3,,,
Single,CCMM 0731,6673174,JAT,Revamped,Cleveland City,AMP Suite Ltd,19/07/2024 00:00,Funky/vocal/disco/club house,1,4.17,N,0,0,N,None,Y,N,58,176,310.15,1019.88,24,N,0,29,0,,,
Single,PP 107S 2,6681746,RIP Swirl/untitled (halo)/Winter,Negative Fantasy,Public Possession,WAS Word And Sound Medien GmbH,17/07/2024 00:00,Indie/Alternative,0,19.86,N,0,0,N,None,Y,Y,15,54,156.3,1033.81,24,N,0,85,3,,,
Single,LCKN 1,6685672,Maddy O'Neal/ProbCause,Locked In,InGrooves US,InGrooves,16/07/2024 00:00,Dirty/Heavy Dubstep/Grime,0,9.9,N,0,0,N,None,Y,Y,50,162,340.1,1523.13,24,Y,0,30,0,,,
Single,INGROOVE 004,6690211,ItaloBrothers,Party Heart,InGrooves US,InGrooves,19/07/2024 00:00,Euro/pop dance,0,9.9,N,0,0,N,None,Y,Y,50,162,340.1,1523.13,24,N,0,30,25,,,
Single,BAP 204,6640301,Vertigini,Thunder,Bordello A Parigi,Clone Distribution,15/07/2024 00:00,Disco/Nu Disco/Re-Edits,3,55.86,N,13.81,0,N,None,Y,N,12,26,234.72,888.37,24,N,0,214,10,,,
Single,CCMM 0730,6673176,David keyz,Final Dance,Cleveland City,AMP Suite Ltd,19/07/2024 00:00,Deep house,0,4.17,N,0,0,N,None,Y,N,58,176,310.15,1019.88,24,N,0,29,0,,,
Single,CCMM 0729,6673177,Ant Garbe,Mainline,Cleveland City,AMP Suite Ltd,19/07/2024 00:00,Funky/vocal/disco/club house,0,4.17,N,0,0,N,None,Y,N,58,176,310.15,1019.88,24,N,0,29,1,,,
Single,TRX 2136,6659025,Vanel,What You Lost,Trax US,The Orchard,16/07/2024 00:00,Deep house,0,17.23,N,0,0,N,None,Y,N,44,83,252.02,1135.24,24,Y,0,226,0,,,
Single,VAN 2556,6668457,TH3 ONE/Petr Vojacek,One Night In Prague (Extended),Vandit Germany,Believe International,19/07/2024 00:00,Uplifting/progressive trance,0,13.76,N,3.29,0,N,None,Y,Y,8,30,198.05,937.79,24,N,0,161,2,,,
Single,BAYNK 202,6668720,Baynk,Senescence 05+06,InGrooves US,InGrooves,17/07/2024 00:00,Balearic/Downtempo,0,9.9,N,0,0,N,None,Y,Y,50,162,340.1,1523.13,24,N,0,30,5,,,
Single,RSPX 67,6679228,Harvey McKay,DV8,RSPX,The Orchard,19/07/2024 00:00,Techno,0,66.46,N,10.65,0,Y,None,Y,Y,4,13,132.92,922.58,24,Y,0,43,62,,,
Single,PRE 489,6679195,Two Deejays feat Alien Factor,Navigator,Previous,LabelWORX,16/07/2024 00:00,UK/old school/happy hardcore/nu rave,0,7.16,N,2.12,1,N,None,Y,N,15,49,233.3,895.36,24,Y,1,42,0,,,
Album,OMNI 128,6675901,Parallel,Find That Place,Omni Music,LabelWORX,14/07/2024 00:00,Drum & Bass,0,16.15,N,0,0,N,None,Y,N,22,76,195.73,896.67,24,Y,0,76,26,,,
Single,IEM 0420,6670532,Santander Project,DJ Nights,InGrooves US,InGrooves,19/07/2024 00:00,Indie/Alternative,0,9.9,N,0,0,N,None,Y,Y,50,162,340.1,1523.13,24,N,0,30,0,,,
Single,TRX 2132,6517615,Aaron Noise/Erik Schievenin,Platinum,Trax US,The Orchard,16/07/2024 00:00,Funky/vocal/disco/club house,0,17.23,N,0,0,N,None,Y,N,44,83,252.02,1135.24,24,Y,0,226,2,,,
Single,SNATCH 209,6690522,FrescoEdits/Ron Carroll,N2U,Snatch!,LabelWORX,18/07/2024 00:00,Minimal/tech house,0,28.37,N,1.65,0,N,None,Y,N,7,28,198.43,924.33,24,Y,0,169,1,,,
Single,CCMM 0732,6673180,Sharp/Krisis,Holding On,Cleveland City,AMP Suite Ltd,19/07/2024 00:00,Funky/vocal/disco/club house,0,4.17,N,0,0,N,None,Y,N,58,176,310.15,1019.88,24,N,0,29,1,,,
Single,IFS 037,6683820,Kursa/Sepia,Tune In,Infernal Sounds,LabelWORX,19/07/2024 00:00,Deep Dubstep,0,61.87,N,18.07,0,N,None,Y,N,2,8,95.45,532.82,24,Y,0,38,5,,,
Single,PP 101,6655613,Eden Burns,Big Beat Manifesto Vol IX,Public Possession,WAS Word And Sound Medien GmbH,19/07/2024 00:00,Minimal/tech house,0,19.86,N,0,0,N,None,Y,N,15,54,156.3,1033.81,24,Y,0,85,13,,,
Single,MBR 599,6686854,Dean Mickoski/Emmanuel Jal,Eweeno,MoBlack,MTN Muting The Noise GmbH,19/07/2024 00:00,Deep house,0,11.68,N,0,1,N,None,Y,Y,16,56,308.95,1053.65,24,Y,1,81,4,,,
Single,SGR 324,6686611,Ministry Of Funk feat DJ Hat,Sing It Back,South American Grooves US,InGrooves,19/07/2024 00:00,Deep house,0,26.77,N,0,0,N,None,Y,Y,9,25,150.51,768.05,25,N,0,83,0,,,
Single,INM 1DIGI844,6655860,Shyisma,Speed Of Light,Iono Music,AMP Suite Ltd,15/07/2024 00:00,Psychedelic trance/goa trance,0,11.15,N,0,0,N,None,Y,N,28,89,216.1,952.41,25,N,0,76,1,,,
Single,DSRD 719,6696121,SVER,Turn Up The Bass,DSR Digital,Create Music Group,19/07/2024 00:00,Hard Techno,0,6.56,N,0,0,N,None,Y,Y,55,198,276.16,1186.33,25,N,0,86,0,,,
Single,IDA 316,6681768,ShakeRaw/Paolo Faz,Passion Machine,Irma Dancefloor,Dipiu Italy,19/07/2024 00:00,Funky/vocal/disco/club house,0,7.63,N,0,0,N,None,Y,N,28,83,298.75,1067.3,25,N,0,37,0,,,
Single,HTE 270,6577268,S.H.O.K.K.,Lollo Rosso,HTE Recordings,Black Hole Recordings,19/07/2024 00:00,Uplifting/progressive trance,1,13.98,N,0,0,N,None,Y,Y,18,53,243.75,796.61,25,Y,0,61,6,,,
Single,198588 420737,6676561,Alex Thor,Glacier,Orchard US,The Orchard,19/07/2024 00:00,Progressive house,0,5.54,N,0,0,N,None,Y,Y,142,685,418.15,1353.07,25,N,0,32,0,,,
Single,NANODIGI 369,6683914,Earthspace/Inside Mind,Bit 'O Funky,Nano,LabelWORX,19/07/2024 00:00,Psychedelic trance/goa trance,0,30.69,N,0,0,N,None,Y,N,12,43,217.39,1068.41,25,Y,0,212,23,,,
Single,PIV 067,6684198,Dennis Quin,Treat You Right EP,PIV,LabelWORX,19/07/2024 00:00,Deep house,0,8.23,N,2.88,0,N,None,Y,N,6,15,305.22,699.8,25,Y,0,72,23,,,
